scenario,trajectory,config,config_label,oil,oil_label,solar_mult,land_screen,jera_capital,solar_basis,kind,rescaled,short_label,description,total_cost_bn,conv_capital_bn,mip_gap_requested,mip_gap_achieved,source_dir
nlv2s_lc_C5_LNG375_refbrent_adv,Trend rooftop (sensitivity),C5_LNG375,"New LNG plant, 375 MW",refbrent,EIA reference,1.0,Class-C constrained,bare-EPC,ATB Advanced,model,0,"New LNG plant, 375 MW · EIA-ref oil · trend rooftop · Class-C land · ATB-Adv","LNG imports begin in 2030 and a new 375 MW LNG plant is built (the cost-minimizing size); no Waiau Repower. Oil prices follow EIA's reference forecast. Rooftop solar continues its recent trend to about 1,560 MW by 2050. Utility solar is limited to the Class-C-only land screen. Solar and battery costs follow ATB's cheaper Advanced projection.",25.0528,0.0,0.001,0.000878977,R010_outputs_nlv2s_lc_C5_LNG375_refbrent_adv
nlv2s_lc_C5_LNG375_refbrent_j120,Trend rooftop (sensitivity),C5_LNG375,"New LNG plant, 375 MW",refbrent,EIA reference,1.0,Class-C constrained,+20%,ATB Moderate,model,0,"New LNG plant, 375 MW · EIA-ref oil · trend rooftop · Class-C land · JERA +20%","LNG imports begin in 2030 and a new 375 MW LNG plant is built (the cost-minimizing size); no Waiau Repower. Oil prices follow EIA's reference forecast. Rooftop solar continues its recent trend to about 1,560 MW by 2050. Utility solar is limited to the Class-C-only land screen. JERA plant capital at the +20% case.",26.6305,0.0,0.001,0.000998365,R010_outputs_nlv2s_lc_C5_LNG375_refbrent_j120
nlv2s_lc_C5_LNG375_refbrent_j120_adv,Trend rooftop (sensitivity),C5_LNG375,"New LNG plant, 375 MW",refbrent,EIA reference,1.0,Class-C constrained,+20%,ATB Advanced,model,0,"New LNG plant, 375 MW · EIA-ref oil · trend rooftop · Class-C land · ATB-Adv · JERA +20%","LNG imports begin in 2030 and a new 375 MW LNG plant is built (the cost-minimizing size); no Waiau Repower. Oil prices follow EIA's reference forecast. Rooftop solar continues its recent trend to about 1,560 MW by 2050. Utility solar is limited to the Class-C-only land screen. Solar and battery costs follow ATB's cheaper Advanced projection. JERA plant capital at the +20% case.",25.4003,0.0,0.001,0.000943871,R010_outputs_nlv2s_lc_C5_LNG375_refbrent_j120_adv
nlv2s_lc_C6_STATUSQUO_futbrent,Trend rooftop (sensitivity),C6_STATUSQUO,Waiau Repower + JERA LNG 500 (both projects),futbrent,Brent futures,1.0,Class-C constrained,bare-EPC,ATB Moderate,model,0,Waiau Repower + JERA LNG 500 (both projects) · futures oil · trend rooftop · Class-C land,"Both proposed projects are built: the Waiau Repower and JERA's 500 MW LNG plant with imports from 2030. No party has proposed this combination; it is modeled as an upper bound on new thermal capacity. Oil prices follow the Brent futures strip (the market's central view). Rooftop solar continues its recent trend to about 1,560 MW by 2050. Utility solar is limited to the Class-C-only land screen.",26.4436,0.0,0.001,0.000551083,R010_outputs_nlv2s_lc_C6_STATUSQUO_futbrent
nlv2s_lc_C6_STATUSQUO_futbrent_adv,Trend rooftop (sensitivity),C6_STATUSQUO,Waiau Repower + JERA LNG 500 (both projects),futbrent,Brent futures,1.0,Class-C constrained,bare-EPC,ATB Advanced,model,0,Waiau Repower + JERA LNG 500 (both projects) · futures oil · trend rooftop · Class-C land · ATB-Adv,"Both proposed projects are built: the Waiau Repower and JERA's 500 MW LNG plant with imports from 2030. No party has proposed this combination; it is modeled as an upper bound on new thermal capacity. Oil prices follow the Brent futures strip (the market's central view). Rooftop solar continues its recent trend to about 1,560 MW by 2050. Utility solar is limited to the Class-C-only land screen. Solar and battery costs follow ATB's cheaper Advanced projection.",25.3596,0.0,0.001,0.00087142,R010_outputs_nlv2s_lc_C6_STATUSQUO_futbrent_adv
nlv2s_lc_C6_STATUSQUO_futbrent_j120,Trend rooftop (sensitivity),C6_STATUSQUO,Waiau Repower + JERA LNG 500 (both projects),futbrent,Brent futures,1.0,Class-C constrained,+20%,ATB Moderate,model,0,Waiau Repower + JERA LNG 500 (both projects) · futures oil · trend rooftop · Class-C land · JERA +20%,"Both proposed projects are built: the Waiau Repower and JERA's 500 MW LNG plant with imports from 2030. No party has proposed this combination; it is modeled as an upper bound on new thermal capacity. Oil prices follow the Brent futures strip (the market's central view). Rooftop solar continues its recent trend to about 1,560 MW by 2050. Utility solar is limited to the Class-C-only land screen. JERA plant capital at the +20% case.",26.8807,0.0,0.001,0.000966273,R010_outputs_nlv2s_lc_C6_STATUSQUO_futbrent_j120
nlv2s_lc_C6_STATUSQUO_futbrent_j120_adv,Trend rooftop (sensitivity),C6_STATUSQUO,Waiau Repower + JERA LNG 500 (both projects),futbrent,Brent futures,1.0,Class-C constrained,+20%,ATB Advanced,model,0,Waiau Repower + JERA LNG 500 (both projects) · futures oil · trend rooftop · Class-C land · ATB-Adv · JERA +20%,"Both proposed projects are built: the Waiau Repower and JERA's 500 MW LNG plant with imports from 2030. No party has proposed this combination; it is modeled as an upper bound on new thermal capacity. Oil prices follow the Brent futures strip (the market's central view). Rooftop solar continues its recent trend to about 1,560 MW by 2050. Utility solar is limited to the Class-C-only land screen. Solar and battery costs follow ATB's cheaper Advanced projection. JERA plant capital at the +20% case.",25.7865,0.0,0.001,0.000876909,R010_outputs_nlv2s_lc_C6_STATUSQUO_futbrent_j120_adv
nlv2s_lc_C6_STATUSQUO_highbrent,Trend rooftop (sensitivity),C6_STATUSQUO,Waiau Repower + JERA LNG 500 (both projects),highbrent,Market 90th percentile,1.0,Class-C constrained,bare-EPC,ATB Moderate,model,0,Waiau Repower + JERA LNG 500 (both projects) · high oil · trend rooftop · Class-C land,"Both proposed projects are built: the Waiau Repower and JERA's 500 MW LNG plant with imports from 2030. No party has proposed this combination; it is modeled as an upper bound on new thermal capacity. Oil prices follow the market's 90th-percentile (high) path from Brent options. Rooftop solar continues its recent trend to about 1,560 MW by 2050. Utility solar is limited to the Class-C-only land screen.",29.9804,0.0,0.001,0.000706494,R010_outputs_nlv2s_lc_C6_STATUSQUO_highbrent
nlv2s_lc_C6_STATUSQUO_highbrent_adv,Trend rooftop (sensitivity),C6_STATUSQUO,Waiau Repower + JERA LNG 500 (both projects),highbrent,Market 90th percentile,1.0,Class-C constrained,bare-EPC,ATB Advanced,model,0,Waiau Repower + JERA LNG 500 (both projects) · high oil · trend rooftop · Class-C land · ATB-Adv,"Both proposed projects are built: the Waiau Repower and JERA's 500 MW LNG plant with imports from 2030. No party has proposed this combination; it is modeled as an upper bound on new thermal capacity. Oil prices follow the market's 90th-percentile (high) path from Brent options. Rooftop solar continues its recent trend to about 1,560 MW by 2050. Utility solar is limited to the Class-C-only land screen. Solar and battery costs follow ATB's cheaper Advanced projection.",28.6208,0.0,0.001,0.000940357,R010_outputs_nlv2s_lc_C6_STATUSQUO_highbrent_adv
nlv2s_lc_C6_STATUSQUO_highbrent_j120,Trend rooftop (sensitivity),C6_STATUSQUO,Waiau Repower + JERA LNG 500 (both projects),highbrent,Market 90th percentile,1.0,Class-C constrained,+20%,ATB Moderate,model,0,Waiau Repower + JERA LNG 500 (both projects) · high oil · trend rooftop · Class-C land · JERA +20%,"Both proposed projects are built: the Waiau Repower and JERA's 500 MW LNG plant with imports from 2030. No party has proposed this combination; it is modeled as an upper bound on new thermal capacity. Oil prices follow the market's 90th-percentile (high) path from Brent options. Rooftop solar continues its recent trend to about 1,560 MW by 2050. Utility solar is limited to the Class-C-only land screen. JERA plant capital at the +20% case.",30.4107,0.0,0.001,0.00084759,R010_outputs_nlv2s_lc_C6_STATUSQUO_highbrent_j120
nlv2s_lc_C6_STATUSQUO_highbrent_j120_adv,Trend rooftop (sensitivity),C6_STATUSQUO,Waiau Repower + JERA LNG 500 (both projects),highbrent,Market 90th percentile,1.0,Class-C constrained,+20%,ATB Advanced,model,0,Waiau Repower + JERA LNG 500 (both projects) · high oil · trend rooftop · Class-C land · ATB-Adv · JERA +20%,"Both proposed projects are built: the Waiau Repower and JERA's 500 MW LNG plant with imports from 2030. No party has proposed this combination; it is modeled as an upper bound on new thermal capacity. Oil prices follow the market's 90th-percentile (high) path from Brent options. Rooftop solar continues its recent trend to about 1,560 MW by 2050. Utility solar is limited to the Class-C-only land screen. Solar and battery costs follow ATB's cheaper Advanced projection. JERA plant capital at the +20% case.",29.0456,0.0,0.001,0.000740926,R010_outputs_nlv2s_lc_C6_STATUSQUO_highbrent_j120_adv
nlv2s_lc_C6_STATUSQUO_lowbrent,Trend rooftop (sensitivity),C6_STATUSQUO,Waiau Repower + JERA LNG 500 (both projects),lowbrent,Market 10th percentile,1.0,Class-C constrained,bare-EPC,ATB Moderate,model,0,Waiau Repower + JERA LNG 500 (both projects) · low oil · trend rooftop · Class-C land,"Both proposed projects are built: the Waiau Repower and JERA's 500 MW LNG plant with imports from 2030. No party has proposed this combination; it is modeled as an upper bound on new thermal capacity. Oil prices follow the market's 10th-percentile (low) path from Brent options. Rooftop solar continues its recent trend to about 1,560 MW by 2050. Utility solar is limited to the Class-C-only land screen.",24.3296,0.0,0.001,0.000867486,R010_outputs_nlv2s_lc_C6_STATUSQUO_lowbrent
nlv2s_lc_C6_STATUSQUO_lowbrent_adv,Trend rooftop (sensitivity),C6_STATUSQUO,Waiau Repower + JERA LNG 500 (both projects),lowbrent,Market 10th percentile,1.0,Class-C constrained,bare-EPC,ATB Advanced,model,0,Waiau Repower + JERA LNG 500 (both projects) · low oil · trend rooftop · Class-C land · ATB-Adv,"Both proposed projects are built: the Waiau Repower and JERA's 500 MW LNG plant with imports from 2030. No party has proposed this combination; it is modeled as an upper bound on new thermal capacity. Oil prices follow the market's 10th-percentile (low) path from Brent options. Rooftop solar continues its recent trend to about 1,560 MW by 2050. Utility solar is limited to the Class-C-only land screen. Solar and battery costs follow ATB's cheaper Advanced projection.",23.2104,0.0,0.001,0.000997817,R010_outputs_nlv2s_lc_C6_STATUSQUO_lowbrent_adv
nlv2s_lc_C6_STATUSQUO_lowbrent_j120,Trend rooftop (sensitivity),C6_STATUSQUO,Waiau Repower + JERA LNG 500 (both projects),lowbrent,Market 10th percentile,1.0,Class-C constrained,+20%,ATB Moderate,model,0,Waiau Repower + JERA LNG 500 (both projects) · low oil · trend rooftop · Class-C land · JERA +20%,"Both proposed projects are built: the Waiau Repower and JERA's 500 MW LNG plant with imports from 2030. No party has proposed this combination; it is modeled as an upper bound on new thermal capacity. Oil prices follow the market's 10th-percentile (low) path from Brent options. Rooftop solar continues its recent trend to about 1,560 MW by 2050. Utility solar is limited to the Class-C-only land screen. JERA plant capital at the +20% case.",24.7585,0.0,0.001,0.000966509,R010_outputs_nlv2s_lc_C6_STATUSQUO_lowbrent_j120
nlv2s_lc_C6_STATUSQUO_lowbrent_j120_adv,Trend rooftop (sensitivity),C6_STATUSQUO,Waiau Repower + JERA LNG 500 (both projects),lowbrent,Market 10th percentile,1.0,Class-C constrained,+20%,ATB Advanced,model,0,Waiau Repower + JERA LNG 500 (both projects) · low oil · trend rooftop · Class-C land · ATB-Adv · JERA +20%,"Both proposed projects are built: the Waiau Repower and JERA's 500 MW LNG plant with imports from 2030. No party has proposed this combination; it is modeled as an upper bound on new thermal capacity. Oil prices follow the market's 10th-percentile (low) path from Brent options. Rooftop solar continues its recent trend to about 1,560 MW by 2050. Utility solar is limited to the Class-C-only land screen. Solar and battery costs follow ATB's cheaper Advanced projection. JERA plant capital at the +20% case.",23.6352,0.0,0.001,0.000931884,R010_outputs_nlv2s_lc_C6_STATUSQUO_lowbrent_j120_adv
nlv2s_lc_C6_STATUSQUO_refbrent,Trend rooftop (sensitivity),C6_STATUSQUO,Waiau Repower + JERA LNG 500 (both projects),refbrent,EIA reference,1.0,Class-C constrained,bare-EPC,ATB Moderate,model,0,Waiau Repower + JERA LNG 500 (both projects) · EIA-ref oil · trend rooftop · Class-C land,"Both proposed projects are built: the Waiau Repower and JERA's 500 MW LNG plant with imports from 2030. No party has proposed this combination; it is modeled as an upper bound on new thermal capacity. Oil prices follow EIA's reference forecast. Rooftop solar continues its recent trend to about 1,560 MW by 2050. Utility solar is limited to the Class-C-only land screen.",28.0598,0.0,0.001,0.000996746,R010_outputs_nlv2s_lc_C6_STATUSQUO_refbrent
nlv2s_lc_C6_STATUSQUO_refbrent_adv,Trend rooftop (sensitivity),C6_STATUSQUO,Waiau Repower + JERA LNG 500 (both projects),refbrent,EIA reference,1.0,Class-C constrained,bare-EPC,ATB Advanced,model,0,Waiau Repower + JERA LNG 500 (both projects) · EIA-ref oil · trend rooftop · Class-C land · ATB-Adv,"Both proposed projects are built: the Waiau Repower and JERA's 500 MW LNG plant with imports from 2030. No party has proposed this combination; it is modeled as an upper bound on new thermal capacity. Oil prices follow EIA's reference forecast. Rooftop solar continues its recent trend to about 1,560 MW by 2050. Utility solar is limited to the Class-C-only land screen. Solar and battery costs follow ATB's cheaper Advanced projection.",26.8686,0.0,0.001,0.000949227,R010_outputs_nlv2s_lc_C6_STATUSQUO_refbrent_adv
nlv2s_lc_C6_STATUSQUO_refbrent_j120,Trend rooftop (sensitivity),C6_STATUSQUO,Waiau Repower + JERA LNG 500 (both projects),refbrent,EIA reference,1.0,Class-C constrained,+20%,ATB Moderate,model,0,Waiau Repower + JERA LNG 500 (both projects) · EIA-ref oil · trend rooftop · Class-C land · JERA +20%,"Both proposed projects are built: the Waiau Repower and JERA's 500 MW LNG plant with imports from 2030. No party has proposed this combination; it is modeled as an upper bound on new thermal capacity. Oil prices follow EIA's reference forecast. Rooftop solar continues its recent trend to about 1,560 MW by 2050. Utility solar is limited to the Class-C-only land screen. JERA plant capital at the +20% case.",28.4865,0.0,0.001,0.000991353,R010_outputs_nlv2s_lc_C6_STATUSQUO_refbrent_j120
nlv2s_lc_C6_STATUSQUO_refbrent_j120_adv,Trend rooftop (sensitivity),C6_STATUSQUO,Waiau Repower + JERA LNG 500 (both projects),refbrent,EIA reference,1.0,Class-C constrained,+20%,ATB Advanced,model,0,Waiau Repower + JERA LNG 500 (both projects) · EIA-ref oil · trend rooftop · Class-C land · ATB-Adv · JERA +20%,"Both proposed projects are built: the Waiau Repower and JERA's 500 MW LNG plant with imports from 2030. No party has proposed this combination; it is modeled as an upper bound on new thermal capacity. Oil prices follow EIA's reference forecast. Rooftop solar continues its recent trend to about 1,560 MW by 2050. Utility solar is limited to the Class-C-only land screen. Solar and battery costs follow ATB's cheaper Advanced projection. JERA plant capital at the +20% case.",27.2942,0.0,0.001,0.000922357,R010_outputs_nlv2s_lc_C6_STATUSQUO_refbrent_j120_adv
nlv2s_lngconv_heco_futbrent,Trend rooftop (sensitivity),lngconv_heco,"Conversions (HECO plant set), terminal committed 2030-44",futbrent,Brent futures,1.0,Reference,bare-EPC,ATB Moderate,model,0,"Conversions (HECO plant set), terminal committed 2030-44 · futures oil · trend rooftop","The LNG import terminal is committed for 2030-2044 and existing plants convert to burn the gas (Kalaeloa, Kahe 5 and 6, and the CIP turbine); no new plant is built; conversion capital is not charged in the model. Oil prices follow the Brent futures strip (the market's central view). Rooftop solar continues its recent trend to about 1,560 MW by 2050.",22.9236,0.45,0.001,0.000907704,R010_outputs_nlv2s_lngconv_heco_futbrent
nlv2s_lngconv_heco_highbrent,Trend rooftop (sensitivity),lngconv_heco,"Conversions (HECO plant set), terminal committed 2030-44",highbrent,Market 90th percentile,1.0,Reference,bare-EPC,ATB Moderate,model,0,"Conversions (HECO plant set), terminal committed 2030-44 · high oil · trend rooftop","The LNG import terminal is committed for 2030-2044 and existing plants convert to burn the gas (Kalaeloa, Kahe 5 and 6, and the CIP turbine); no new plant is built; conversion capital is not charged in the model. Oil prices follow the market's 90th-percentile (high) path from Brent options. Rooftop solar continues its recent trend to about 1,560 MW by 2050.",26.6276,0.45,0.001,0.000999718,R010_outputs_nlv2s_lngconv_heco_highbrent
nlv2s_lngconv_heco_lowbrent,Trend rooftop (sensitivity),lngconv_heco,"Conversions (HECO plant set), terminal committed 2030-44",lowbrent,Market 10th percentile,1.0,Reference,bare-EPC,ATB Moderate,model,0,"Conversions (HECO plant set), terminal committed 2030-44 · low oil · trend rooftop","The LNG import terminal is committed for 2030-2044 and existing plants convert to burn the gas (Kalaeloa, Kahe 5 and 6, and the CIP turbine); no new plant is built; conversion capital is not charged in the model. Oil prices follow the market's 10th-percentile (low) path from Brent options. Rooftop solar continues its recent trend to about 1,560 MW by 2050.",20.6333,0.45,0.001,0.000562732,R010_outputs_nlv2s_lngconv_heco_lowbrent
nlv2s_lngconv_heco_refbrent,Trend rooftop (sensitivity),lngconv_heco,"Conversions (HECO plant set), terminal committed 2030-44",refbrent,EIA reference,1.0,Reference,bare-EPC,ATB Moderate,model,0,"Conversions (HECO plant set), terminal committed 2030-44 · EIA-ref oil · trend rooftop","The LNG import terminal is committed for 2030-2044 and existing plants convert to burn the gas (Kalaeloa, Kahe 5 and 6, and the CIP turbine); no new plant is built; conversion capital is not charged in the model. Oil prices follow EIA's reference forecast. Rooftop solar continues its recent trend to about 1,560 MW by 2050.",24.5897,0.45,0.001,0.000999863,R010_outputs_nlv2s_lngconv_heco_refbrent
nlv2s_lngconv_noplant_refbrent,Trend rooftop (sensitivity),lngconv_noplant,"Conversions (Kalaeloa only), terminal committed 2030-44",refbrent,EIA reference,1.0,Reference,bare-EPC,ATB Moderate,model,0,"Conversions (Kalaeloa only), terminal committed 2030-44 · EIA-ref oil · trend rooftop","The LNG import terminal is committed for 2030-2044 but only the Kalaeloa plant may convert; no new plant. Oil prices follow EIA's reference forecast. Rooftop solar continues its recent trend to about 1,560 MW by 2050.",25.2327,0.45,0.001,0.000997886,R010_outputs_nlv2s_lngconv_noplant_refbrent
nlv2s_lngconv_opt_refbrent,Trend rooftop (sensitivity),lngconv_opt,"Conversions (Kalaeloa only), terminal optional",refbrent,EIA reference,1.0,Reference,bare-EPC,ATB Moderate,model,0,"Conversions (Kalaeloa only), terminal optional · EIA-ref oil · trend rooftop","Only the Kalaeloa plant may convert to LNG and the model decides whether to commit to the import terminal; no new plant. Oil prices follow EIA's reference forecast. Rooftop solar continues its recent trend to about 1,560 MW by 2050.",25.233,0.45,0.001,0.00100285,R010_outputs_nlv2s_lngconv_opt_refbrent
nlv2s_lngconv_wjera_refbrent,Trend rooftop (sensitivity),lngconv_wjera,JERA plant + Kalaeloa conversion,refbrent,EIA reference,1.0,Reference,bare-EPC,ATB Moderate,model,0,JERA plant + Kalaeloa conversion · EIA-ref oil · trend rooftop,"JERA's 500 MW LNG plant is built and the Kalaeloa plant also converts to LNG. Oil prices follow EIA's reference forecast. Rooftop solar continues its recent trend to about 1,560 MW by 2050.",25.7423,0.45,0.001,0.000999574,R010_outputs_nlv2s_lngconv_wjera_refbrent
nlv2s_norps_LNG500_refbrent,Trend rooftop (sensitivity),norps_LNG500,No mandate: JERA LNG 500,refbrent,EIA reference,1.0,Reference,bare-EPC,ATB Moderate,model,0,No mandate: JERA LNG 500 · EIA-ref oil · trend rooftop,"The 2045 clean-energy mandate is removed; JERA's 500 MW LNG plant is built and may run past 2045. Oil prices follow EIA's reference forecast. Rooftop solar continues its recent trend to about 1,560 MW by 2050.",25.4429,0.0,0.001,0.000999569,R010_outputs_nlv2s_norps_LNG500_refbrent
nlv2s_norps_LNG500_refbrent_j120,Trend rooftop (sensitivity),norps_LNG500,No mandate: JERA LNG 500,refbrent,EIA reference,1.0,Reference,+20%,ATB Moderate,model,0,No mandate: JERA LNG 500 · EIA-ref oil · trend rooftop · JERA +20%,"The 2045 clean-energy mandate is removed; JERA's 500 MW LNG plant is built and may run past 2045. Oil prices follow EIA's reference forecast. Rooftop solar continues its recent trend to about 1,560 MW by 2050. JERA plant capital at the +20% case.",25.97,0.0,0.001,0.000990673,R010_outputs_nlv2s_norps_LNG500_refbrent_j120
nlv2s_norps_LNGOPT_refbrent,Trend rooftop (sensitivity),norps_LNGOPT,No mandate: model-chosen LNG plant,refbrent,EIA reference,1.0,Reference,bare-EPC,ATB Moderate,model,0,No mandate: model-chosen LNG plant · EIA-ref oil · trend rooftop,"The 2045 clean-energy mandate is removed and the model freely chooses how much LNG capacity to build. Oil prices follow EIA's reference forecast. Rooftop solar continues its recent trend to about 1,560 MW by 2050.",25.2872,0.0,0.001,0.00123714,R010_outputs_nlv2s_norps_LNGOPT_refbrent
nlv2s_norps_NOTHERMAL_refbrent,Trend rooftop (sensitivity),norps_NOTHERMAL,No mandate: no new fuel plant,refbrent,EIA reference,1.0,Reference,bare-EPC,ATB Moderate,model,0,No mandate: no new fuel plant · EIA-ref oil · trend rooftop,"The 2045 clean-energy mandate is removed and no new fuel plant is built; the model still picks the cheapest mix. Oil prices follow EIA's reference forecast. Rooftop solar continues its recent trend to about 1,560 MW by 2050.",25.3907,0.0,0.001,0.00159388,R010_outputs_nlv2s_norps_NOTHERMAL_refbrent
nlv2s_plan_hseo_lng_hybrid_refbrent,Trend rooftop (sensitivity),plan_hseo_lng,Published plan: HSEO LNG,refbrent,EIA reference,1.0,Reference,bare-EPC,ATB Moderate,plan,0,Published plan: HSEO LNG · EIA-ref oil · trend rooftop,"Generation is constrained to the mix published in the Hawaiʻi State Energy Office's alternative-fuels study, LNG case, rescaled to the grid demand this rooftop trajectory leaves to serve. The cost is what running that mix costs in this framework, not a build the model chose. Oil prices follow EIA's reference forecast. Rooftop solar continues its recent trend to about 1,560 MW by 2050.",28.5622,0.0,0.0025,0.00246333,outputs_nlv2s_plan_hseo_lng_hybrid_refbrent
nlv2s_plan_hseo_lng_pv15_hybrid_refbrent,Trend rooftop (sensitivity),plan_hseo_lng,Published plan: HSEO LNG,refbrent,EIA reference,1.5,Reference,bare-EPC,ATB Moderate,plan,0,Published plan: HSEO LNG · EIA-ref oil · trend rooftop · solar +80%,"Generation is constrained to the mix published in the Hawaiʻi State Energy Office's alternative-fuels study, LNG case, rescaled to the grid demand this rooftop trajectory leaves to serve. The cost is what running that mix costs in this framework, not a build the model chose. Oil prices follow EIA's reference forecast. Rooftop solar continues its recent trend to about 1,560 MW by 2050. Utility-solar capital carries an 80% Hawaiʻi premium (1.5x the study baseline).",29.6488,0.0,0.0025,0.00231213,outputs_nlv2s_plan_hseo_lng_pv15_hybrid_refbrent
nlv2s_plan_hseo_lng_pv17_hybrid_refbrent,Trend rooftop (sensitivity),plan_hseo_lng,Published plan: HSEO LNG,refbrent,EIA reference,1.7,Reference,bare-EPC,ATB Moderate,plan,0,Published plan: HSEO LNG · EIA-ref oil · trend rooftop · solar +104%,"Generation is constrained to the mix published in the Hawaiʻi State Energy Office's alternative-fuels study, LNG case, rescaled to the grid demand this rooftop trajectory leaves to serve. The cost is what running that mix costs in this framework, not a build the model chose. Oil prices follow EIA's reference forecast. Rooftop solar continues its recent trend to about 1,560 MW by 2050. Utility-solar capital carries a 104% Hawaiʻi premium (1.7x the study baseline).",30.0139,0.0,0.001,0.00091144,R010_outputs_nlv2s_plan_hseo_lng_pv17_hybrid_refbrent
nlv2s_plan_hseo_oil_hybrid_refbrent,Trend rooftop (sensitivity),plan_hseo_oil,Published plan: HSEO oil,refbrent,EIA reference,1.0,Reference,bare-EPC,ATB Moderate,plan,0,Published plan: HSEO oil · EIA-ref oil · trend rooftop,"Generation is constrained to the mix published in the Hawaiʻi State Energy Office's alternative-fuels study, oil case, rescaled to the grid demand this rooftop trajectory leaves to serve. The cost is what running that mix costs in this framework, not a build the model chose. Oil prices follow EIA's reference forecast. Rooftop solar continues its recent trend to about 1,560 MW by 2050.",29.3383,0.0,0.0025,0.00248187,outputs_nlv2s_plan_hseo_oil_hybrid_refbrent
nlv2s_plan_hseo_oil_pv15_hybrid_refbrent,Trend rooftop (sensitivity),plan_hseo_oil,Published plan: HSEO oil,refbrent,EIA reference,1.5,Reference,bare-EPC,ATB Moderate,plan,0,Published plan: HSEO oil · EIA-ref oil · trend rooftop · solar +80%,"Generation is constrained to the mix published in the Hawaiʻi State Energy Office's alternative-fuels study, oil case, rescaled to the grid demand this rooftop trajectory leaves to serve. The cost is what running that mix costs in this framework, not a build the model chose. Oil prices follow EIA's reference forecast. Rooftop solar continues its recent trend to about 1,560 MW by 2050. Utility-solar capital carries an 80% Hawaiʻi premium (1.5x the study baseline).",30.4853,0.0,0.0025,0.00245938,outputs_nlv2s_plan_hseo_oil_pv15_hybrid_refbrent
nlv2s_plan_hseo_oil_pv17_hybrid_refbrent,Trend rooftop (sensitivity),plan_hseo_oil,Published plan: HSEO oil,refbrent,EIA reference,1.7,Reference,bare-EPC,ATB Moderate,plan,0,Published plan: HSEO oil · EIA-ref oil · trend rooftop · solar +104%,"Generation is constrained to the mix published in the Hawaiʻi State Energy Office's alternative-fuels study, oil case, rescaled to the grid demand this rooftop trajectory leaves to serve. The cost is what running that mix costs in this framework, not a build the model chose. Oil prices follow EIA's reference forecast. Rooftop solar continues its recent trend to about 1,560 MW by 2050. Utility-solar capital carries a 104% Hawaiʻi premium (1.7x the study baseline).",30.9028,0.0,0.0025,0.00244761,outputs_nlv2s_plan_hseo_oil_pv17_hybrid_refbrent
nlv2s_wb_C5_LNG375_refbrent,Trend rooftop (sensitivity),wb_C5_LNG375,"New LNG plant, 375 MW (alt cell)",refbrent,EIA reference,1.0,Reference,bare-EPC,ATB Moderate,model,0,"New LNG plant, 375 MW (alt cell) · EIA-ref oil · trend rooftop","LNG imports begin in 2030 and a new 375 MW LNG plant is built (the cost-minimizing size); no Waiau Repower. Oil prices follow EIA's reference forecast. Rooftop solar continues its recent trend to about 1,560 MW by 2050.",25.8886,0.0,0.001,0.000923285,R010_outputs_nlv2s_wb_C5_LNG375_refbrent
nlv2s_wb_C5_LNG375_refbrent_adv,Trend rooftop (sensitivity),wb_C5_LNG375,"New LNG plant, 375 MW (alt cell)",refbrent,EIA reference,1.0,Reference,bare-EPC,ATB Advanced,model,0,"New LNG plant, 375 MW (alt cell) · EIA-ref oil · trend rooftop · ATB-Adv","LNG imports begin in 2030 and a new 375 MW LNG plant is built (the cost-minimizing size); no Waiau Repower. Oil prices follow EIA's reference forecast. Rooftop solar continues its recent trend to about 1,560 MW by 2050. Solar and battery costs follow ATB's cheaper Advanced projection.",24.6177,0.0,0.001,0.000706578,R010_outputs_nlv2s_wb_C5_LNG375_refbrent_adv
nlv2s_wb_C5_LNG375_refbrent_j120,Trend rooftop (sensitivity),wb_C5_LNG375,"New LNG plant, 375 MW (alt cell)",refbrent,EIA reference,1.0,Reference,+20%,ATB Moderate,model,0,"New LNG plant, 375 MW (alt cell) · EIA-ref oil · trend rooftop · JERA +20%","LNG imports begin in 2030 and a new 375 MW LNG plant is built (the cost-minimizing size); no Waiau Repower. Oil prices follow EIA's reference forecast. Rooftop solar continues its recent trend to about 1,560 MW by 2050. JERA plant capital at the +20% case.",26.236,0.0,0.001,0.000979779,R010_outputs_nlv2s_wb_C5_LNG375_refbrent_j120
nlv2s_wb_C5_LNG375_refbrent_j120_adv,Trend rooftop (sensitivity),wb_C5_LNG375,"New LNG plant, 375 MW (alt cell)",refbrent,EIA reference,1.0,Reference,+20%,ATB Advanced,model,0,"New LNG plant, 375 MW (alt cell) · EIA-ref oil · trend rooftop · ATB-Adv · JERA +20%","LNG imports begin in 2030 and a new 375 MW LNG plant is built (the cost-minimizing size); no Waiau Repower. Oil prices follow EIA's reference forecast. Rooftop solar continues its recent trend to about 1,560 MW by 2050. Solar and battery costs follow ATB's cheaper Advanced projection. JERA plant capital at the +20% case.",24.9679,0.0,0.001,0.000880988,R010_outputs_nlv2s_wb_C5_LNG375_refbrent_j120_adv
