outputs_dir,basis,scenario,total_cost,phrase,relmipgap_achieved,absmipgap,log,log_mtime
outputs_nlv2s_lc_C5_LNG375_refbrent_adv,outputs,nlv2s_lc_C5_LNG375_refbrent_adv,25070492548.73057,optimal (non-)integer solution within mipgap or absmipgap,0.0016386,4.10804e+07,audit-wave1_14721648_18.out,2026-09-06 04:23
outputs_nlv2s_lc_C5_LNG375_refbrent_j120,outputs,nlv2s_lc_C5_LNG375_refbrent_j120,26649127996.43568,optimal (non-)integer solution within mipgap or absmipgap,0.00222375,5.92873e+07,audit-wave1_14721648_5.out,2026-09-06 04:14
outputs_nlv2s_lc_C5_LNG375_refbrent_j120_adv,outputs,nlv2s_lc_C5_LNG375_refbrent_j120_adv,25430668709.88499,optimal integer solution within mipgap or absmipgap,0.00218632,5.55996e+07,audit-wave1_14721648_2.out,2026-09-06 03:54
outputs_nlv2s_lc_C6_STATUSQUO_futbrent,outputs,nlv2s_lc_C6_STATUSQUO_futbrent,26459318363.28870,optimal (non-)integer solution within mipgap or absmipgap,0.00243266,6.44464e+07,aw1b-5_14721912_13.out,2026-09-06 05:44
outputs_nlv2s_lc_C6_STATUSQUO_futbrent_adv,outputs,nlv2s_lc_C6_STATUSQUO_futbrent_adv,25391833489.21177,optimal integer solution within mipgap or absmipgap,0.00214069,5.4356e+07,aw1b-3_14721910_7.out,2026-09-06 05:49
outputs_nlv2s_lc_C6_STATUSQUO_futbrent_j120,outputs,nlv2s_lc_C6_STATUSQUO_futbrent_j120,26893962141.93438,optimal (non-)integer solution within mipgap or absmipgap,0.00239089,6.43577e+07,aw1b-5_14721912_14.out,2026-09-06 05:46
outputs_nlv2s_lc_C6_STATUSQUO_futbrent_j120_adv,outputs,nlv2s_lc_C6_STATUSQUO_futbrent_j120_adv,25803025553.51157,optimal integer solution within mipgap or absmipgap,0.0015354,3.96179e+07,aw1b-3_14721910_9.out,2026-09-06 05:51
outputs_nlv2s_lc_C6_STATUSQUO_highbrent,outputs,nlv2s_lc_C6_STATUSQUO_highbrent,30007100763.61673,optimal integer solution within mipgap or absmipgap,0.0016841,5.0535e+07,aw1b-5_14721912_11.out,2026-09-06 05:43
outputs_nlv2s_lc_C6_STATUSQUO_highbrent_adv,outputs,nlv2s_lc_C6_STATUSQUO_highbrent_adv,28641923403.36893,optimal integer solution within mipgap or absmipgap,0.00154064,4.41268e+07,aw1b-3_14721910_6.out,2026-09-06 05:46
outputs_nlv2s_lc_C6_STATUSQUO_highbrent_j120,outputs,nlv2s_lc_C6_STATUSQUO_highbrent_j120,30417788540.20806,optimal integer solution within mipgap or absmipgap,0.00140388,4.27133e+07,aw1b-5_14721912_13.out,2026-09-06 05:44
outputs_nlv2s_lc_C6_STATUSQUO_highbrent_j120_adv,outputs,nlv2s_lc_C6_STATUSQUO_highbrent_j120_adv,29067844573.90467,optimal integer solution within mipgap or absmipgap,0.00151793,4.41229e+07,aw1b-3_14721910_5.out,2026-09-06 05:32
outputs_nlv2s_lc_C6_STATUSQUO_lowbrent,outputs,nlv2s_lc_C6_STATUSQUO_lowbrent,24345684558.40165,optimal (non-)integer solution within mipgap or absmipgap,0.00152213,3.70573e+07,aw1c_14722819_5.out,2026-09-06 16:26
outputs_nlv2s_lc_C6_STATUSQUO_lowbrent_adv,outputs,nlv2s_lc_C6_STATUSQUO_lowbrent_adv,23214646173.51597,optimal integer solution within mipgap or absmipgap,0.00118606,2.75339e+07,aw1b-3_14721910_11.out,2026-09-06 06:01
outputs_nlv2s_lc_C6_STATUSQUO_lowbrent_j120,outputs,nlv2s_lc_C6_STATUSQUO_lowbrent_j120,24767864763.40850,optimal (non-)integer solution within mipgap or absmipgap,0.00134708,3.33644e+07,aw1b-5_14721912_3.out,2026-09-06 06:15
outputs_nlv2s_lc_C6_STATUSQUO_lowbrent_j120_adv,outputs,nlv2s_lc_C6_STATUSQUO_lowbrent_j120_adv,23633490555.23381,optimal integer solution within mipgap or absmipgap,0.000889229,2.10156e+07,aw1c_14722819_6.out,2026-09-06 16:14
outputs_nlv2s_lc_C6_STATUSQUO_refbrent,outputs,nlv2s_lc_C6_STATUSQUO_refbrent,28072667018.44666,optimal (non-)integer solution within mipgap or absmipgap,0.00202685,5.6929e+07,aw1b-5_14721912_14.out,2026-09-06 05:46
outputs_nlv2s_lc_C6_STATUSQUO_refbrent_adv,outputs,nlv2s_lc_C6_STATUSQUO_refbrent_adv,26895212542.59115,optimal (non-)integer solution within mipgap or absmipgap,0.00198252,5.33203e+07,aw1b-3_14721910_2.out,2026-09-06 05:42
outputs_nlv2s_lc_C6_STATUSQUO_refbrent_j120,outputs,nlv2s_lc_C6_STATUSQUO_refbrent_j120,28503370467.82684,optimal (non-)integer solution within mipgap or absmipgap,0.00162008,4.61776e+07,aw1b-5_14721912_6.out,2026-09-06 06:28
outputs_nlv2s_lc_C6_STATUSQUO_refbrent_j120_adv,outputs,nlv2s_lc_C6_STATUSQUO_refbrent_j120_adv,27327698378.00969,optimal (non-)integer solution within mipgap or absmipgap,0.00219122,5.9881e+07,aw1b-3_14721910_6.out,2026-09-06 05:46
outputs_nlv2s_lngconv_heco_futbrent,outputs,nlv2s_lngconv_heco_futbrent,22941545549.71878,optimal integer solution within mipgap or absmipgap,0.0020235,4.6434e+07,aw1b-8_14721915_0.out,2026-09-06 07:57
outputs_nlv2s_lngconv_heco_highbrent,outputs,nlv2s_lngconv_heco_highbrent,26658804256.28745,optimal integer solution within mipgap or absmipgap,0.00231159,6.16242e+07,aw1b-8_14721915_10.out,2026-09-06 07:28
outputs_nlv2s_lngconv_heco_lowbrent,outputs,nlv2s_lngconv_heco_lowbrent,20643486608.03328,optimal integer solution within mipgap or absmipgap,0.00132966,2.74546e+07,aw1b-8_14721915_4.out,2026-09-06 08:08
outputs_nlv2s_lngconv_heco_refbrent,outputs,nlv2s_lngconv_heco_refbrent,24622145000.25523,optimal integer solution within mipgap or absmipgap,0.00243014,5.98353e+07,aw1b-8_14721915_6.out,2026-09-06 07:21
outputs_nlv2s_lngconv_noplant_refbrent,outputs,nlv2s_lngconv_noplant_refbrent,25248566585.18631,optimal integer solution within mipgap or absmipgap,0.00177828,4.4899e+07,aw1b-8_14721915_1.out,2026-09-06 07:33
outputs_nlv2s_lngconv_opt_refbrent,outputs,nlv2s_lngconv_opt_refbrent,25252536634.83920,optimal integer solution within mipgap or absmipgap,0.00193709,4.89164e+07,aw1b-8_14721915_8.out,2026-09-06 07:30
outputs_nlv2s_lngconv_wjera_refbrent,outputs,nlv2s_lngconv_wjera_refbrent,25778602658.11499,optimal integer solution within mipgap or absmipgap,0.00241883,6.2354e+07,aw1b-8_14721915_11.out,2026-09-06 07:38
outputs_nlv2s_norps_LNG500_refbrent,outputs,nlv2s_norps_LNG500_refbrent,25473982853.40618,optimal integer solution within mipgap or absmipgap,0.00242128,6.16796e+07,audit-wave1_14721648_23.out,2026-09-06 04:58
outputs_nlv2s_norps_LNG500_refbrent_j120,outputs,nlv2s_norps_LNG500_refbrent_j120,25983187928.04856,optimal integer solution within mipgap or absmipgap,0.001774,4.60943e+07,aw1b-8_14721915_0.out,2026-09-06 07:57
outputs_nlv2s_norps_LNGOPT_refbrent,outputs,nlv2s_norps_LNGOPT_refbrent,25302816056.51749,optimal integer solution within mipgap or absmipgap,0.00249553,6.31441e+07,aw1b-8_14721915_5.out,2026-09-06 10:52
outputs_nlv2s_norps_NOTHERMAL_refbrent,outputs,nlv2s_norps_NOTHERMAL_refbrent,25408286392.64510,optimal integer solution within mipgap or absmipgap,0.00234331,5.95395e+07,aw1b-8_14721915_7.out,2026-09-06 07:22
outputs_nlv2s_plan_hseo_lng_firmfloor_refbrent,outputs,nlv2s_plan_hseo_lng_firmfloor_refbrent,26567258478.05344,optimal integer solution within mipgap or absmipgap,0.0021641,5.74941e+07,solve_plan_firmfloor.slurm_14349380_11.out.gz,2026-08-04 03:35
outputs_nlv2s_plan_hseo_lng_hybrid_refbrent,outputs,nlv2s_plan_hseo_lng_hybrid_refbrent,28067403900.16648,optimal integer solution within mipgap or absmipgap,0.00249995,7.0167e+07,solve_plan_hybrid_lngfix.slurm_14354655_2.out.gz,2026-08-04 13:02
outputs_nlv2s_plan_hseo_lng_mix_refbrent,outputs,nlv2s_plan_hseo_lng_mix_refbrent,32492343145.35713,optimal integer solution within mipgap or absmipgap,0.00194457,6.31836e+07,solve_plan_mix.slurm_14314048_1.out.gz,2026-08-04 03:06
outputs_nlv2s_plan_hseo_lng_pv15_firmfloor_refbrent,outputs,nlv2s_plan_hseo_lng_pv15_firmfloor_refbrent,28009311820.99216,optimal integer solution within mipgap or absmipgap,0.00249307,6.98293e+07,solve_plan_firmfloor.slurm_14349380_10.out.gz,2026-08-04 03:12
outputs_nlv2s_plan_hseo_lng_pv15_hybrid_refbrent,outputs,nlv2s_plan_hseo_lng_pv15_hybrid_refbrent,29129070620.97555,optimal integer solution within mipgap or absmipgap,0.00248087,7.22655e+07,solve_plan_hybrid_lngfix.slurm_14354655_1.out.gz,2026-08-04 10:50
outputs_nlv2s_plan_hseo_lng_pv15_mix_refbrent,outputs,nlv2s_plan_hseo_lng_pv15_mix_refbrent,33554715598.81901,optimal integer solution within mipgap or absmipgap,0.00223135,7.48722e+07,solve_plan_mix.slurm_14314048_5.out.gz,2026-08-03 21:29
outputs_nlv2s_plan_hseo_lng_pv15_refbrent,outputs,nlv2s_plan_hseo_lng_pv15_refbrent,28298649534.22999,optimal integer solution within mipgap or absmipgap,0.00213625,6.04773e+07,plan-pv15_14284575_4.out.gz,2026-08-01 14:41
outputs_nlv2s_plan_hseo_lng_pv17_hybrid_refbrent,outputs,nlv2s_plan_hseo_lng_pv17_hybrid_refbrent,29498052780.14331,optimal integer solution within mipgap or absmipgap,0.00203427,6.0007e+07,solve_plan_hybrid_lngfix.slurm_14354655_0.out.gz,2026-08-04 10:52
outputs_nlv2s_plan_hseo_lng_pv17_mix_refbrent,outputs,nlv2s_plan_hseo_lng_pv17_mix_refbrent,33910697134.51184,optimal integer solution within mipgap or absmipgap,0.00141793,4.80831e+07,solve_plan_mix.slurm_14314048_2.out.gz,2026-08-03 20:25
outputs_nlv2s_plan_hseo_lng_pv17_refbrent,outputs,nlv2s_plan_hseo_lng_pv17_refbrent,28901047662.64845,optimal integer solution within mipgap or absmipgap,0.00240529,6.95155e+07,plan-repair_14277527_5.out.gz,2026-07-31 23:22
outputs_nlv2s_plan_hseo_lng_refbrent,outputs,nlv2s_plan_hseo_lng_refbrent,26729326663.04144,optimal integer solution within mipgap or absmipgap,0.002268,6.06407e+07,plan-repair_14277527_2.out.gz,2026-07-31 22:50
outputs_nlv2s_plan_hseo_oil_hybrid_refbrent,outputs,nlv2s_plan_hseo_oil_hybrid_refbrent,28799583519.74194,optimal integer solution within mipgap or absmipgap,0.00236601,6.814e+07,solve_plan_hybrid.slurm_14352361_5.out.gz,2026-08-04 08:03
outputs_nlv2s_plan_hseo_oil_pv15_hybrid_refbrent,outputs,nlv2s_plan_hseo_oil_pv15_hybrid_refbrent,29894769179.39984,optimal integer solution within mipgap or absmipgap,0.00176504,5.27654e+07,solve_plan_hybrid.slurm_14352361_0.out.gz,2026-08-04 13:05
outputs_nlv2s_plan_hseo_oil_pv15_refbrent,outputs,nlv2s_plan_hseo_oil_pv15_refbrent,28444240081.74864,optimal integer solution within mipgap or absmipgap,0.00225316,6.40895e+07,plan-pv15_14284575_3.out.gz,2026-08-01 19:25
outputs_nlv2s_plan_hseo_oil_pv17_hybrid_refbrent,outputs,nlv2s_plan_hseo_oil_pv17_hybrid_refbrent,30318954926.19342,optimal integer solution within mipgap or absmipgap,0.00240483,7.29121e+07,solve_plan_hybrid.slurm_14352361_2.out.gz,2026-08-04 08:38
outputs_nlv2s_plan_hseo_oil_pv17_refbrent,outputs,nlv2s_plan_hseo_oil_pv17_refbrent,28949273448.80475,optimal integer solution within mipgap or absmipgap,0.00243966,7.06264e+07,plan-repair_14277527_4.out.gz,2026-07-31 23:21
outputs_nlv2s_plan_hseo_oil_refbrent,outputs,nlv2s_plan_hseo_oil_refbrent,27035337911.69672,optimal integer solution within mipgap or absmipgap,0.00172106,4.65294e+07,plan-repair_14277527_3.out.gz,2026-08-01 00:26
outputs_nlv2s_wb_C5_LNG375_refbrent,outputs,nlv2s_wb_C5_LNG375_refbrent,25921093741.78251,optimal integer solution within mipgap or absmipgap,0.00238226,6.17605e+07,audit-wave1_14721648_17.out,2026-09-06 03:37
outputs_nlv2s_wb_C5_LNG375_refbrent_adv,outputs,nlv2s_wb_C5_LNG375_refbrent_adv,24641438080.08897,optimal integer solution within mipgap or absmipgap,0.0022231,5.48077e+07,audit-wave1_14721648_10.out,2026-09-06 03:53
outputs_nlv2s_wb_C5_LNG375_refbrent_j120,outputs,nlv2s_wb_C5_LNG375_refbrent_j120,26271742595.73341,optimal integer solution within mipgap or absmipgap,0.00234133,6.15108e+07,audit-wave1_14721648_29.out,2026-09-06 04:07
outputs_nlv2s_wb_C5_LNG375_refbrent_j120_adv,outputs,nlv2s_wb_C5_LNG375_refbrent_j120_adv,24995478205.36344,optimal integer solution within mipgap or absmipgap,0.00204685,5.1162e+07,audit-wave1_14721648_16.out,2026-09-06 03:36
outputs_nlv2s_wb_C6_LNG500_futbrent,outputs,nlv2s_wb_C6_LNG500_futbrent,24610595560.15848,optimal (non-)integer solution within mipgap or absmipgap,0.00224456,5.524e+07,aw1b-8_14721915_2.out,2026-09-06 07:24
outputs_nlv2s_wb_C6_LNG500_futbrent_adv,outputs,nlv2s_wb_C6_LNG500_futbrent_adv,23468225121.56707,optimal integer solution within mipgap or absmipgap,0.00243238,5.71084e+07,audit-wave1_14721648_13.out,2026-09-06 03:39
outputs_nlv2s_wb_C6_LNG500_futbrent_j120,outputs,nlv2s_wb_C6_LNG500_futbrent_j120,25044053816.13247,optimal integer solution within mipgap or absmipgap,0.00249967,6.26018e+07,aw1b-8_14721915_4.out,2026-09-06 08:08
outputs_nlv2s_wb_C6_LNG500_futbrent_j120_adv,outputs,nlv2s_wb_C6_LNG500_futbrent_j120_adv,23883573008.61964,optimal (non-)integer solution within mipgap or absmipgap,0.0019573,4.67676e+07,audit-wave1_14721648_22.out,2026-09-06 03:40
outputs_nlv2s_wb_C6_LNG500_highbrent,outputs,nlv2s_wb_C6_LNG500_highbrent,28123620313.23368,optimal integer solution within mipgap or absmipgap,0.00222127,6.2522e+07,aw1b-8_14721915_3.out,2026-09-06 07:22
outputs_nlv2s_wb_C6_LNG500_highbrent_adv,outputs,nlv2s_wb_C6_LNG500_highbrent_adv,26736717669.25900,optimal (non-)integer solution within mipgap or absmipgap,0.00205299,5.48901e+07,audit-wave1_14721648_8.out,2026-09-06 03:57
outputs_nlv2s_wb_C6_LNG500_highbrent_j120,outputs,nlv2s_wb_C6_LNG500_highbrent_j120,28534907872.90166,optimal integer solution within mipgap or absmipgap,0.00121813,3.47715e+07,aw1b-8_14721915_13.out,2026-09-06 07:40
outputs_nlv2s_wb_C6_LNG500_highbrent_j120_adv,outputs,nlv2s_wb_C6_LNG500_highbrent_j120_adv,27162642709.89208,optimal (non-)integer solution within mipgap or absmipgap,0.0020208,5.48901e+07,audit-wave1_14721648_6.out,2026-09-06 04:27
outputs_nlv2s_wb_C6_LNG500_lowbrent,outputs,nlv2s_wb_C6_LNG500_lowbrent,22451356287.74577,optimal integer solution within mipgap or absmipgap,0.00169566,3.80699e+07,aw1b-8_14721915_10.out,2026-09-06 07:28
outputs_nlv2s_wb_C6_LNG500_lowbrent_adv,outputs,nlv2s_wb_C6_LNG500_lowbrent_adv,21317899797.08999,optimal integer solution within mipgap or absmipgap,0.00201551,4.29663e+07,audit-wave1_14721648_27.out,2026-09-06 04:04
outputs_nlv2s_wb_C6_LNG500_lowbrent_j120,outputs,nlv2s_wb_C6_LNG500_lowbrent_j120,22870210639.05327,optimal integer solution within mipgap or absmipgap,0.00135428,3.09728e+07,aw1b-8_14721915_12.out,2026-09-06 07:31
outputs_nlv2s_wb_C6_LNG500_lowbrent_j120_adv,outputs,nlv2s_wb_C6_LNG500_lowbrent_j120_adv,21743061379.97093,optimal integer solution within mipgap or absmipgap,0.00194634,4.23194e+07,audit-wave1_14721648_21.out,2026-09-06 04:00
outputs_nlv2s_wb_C6_LNG500_refbrent,outputs,nlv2s_wb_C6_LNG500_refbrent,26197461940.36978,optimal integer solution within mipgap or absmipgap,0.00154297,4.04338e+07,audit-wave1_14721648_19.out,2026-09-06 03:41
outputs_nlv2s_wb_C6_LNG500_refbrent_adv,outputs,nlv2s_wb_C6_LNG500_refbrent_adv,24945683321.62907,optimal (non-)integer solution within mipgap or absmipgap,0.00118069,2.94629e+07,audit-wave1_14721648_11.out,2026-09-06 03:42
outputs_nlv2s_wb_C6_LNG500_refbrent_j120,outputs,nlv2s_wb_C6_LNG500_refbrent_j120,26654227504.95995,optimal integer solution within mipgap or absmipgap,0.00235339,6.27279e+07,audit-wave1_14721648_18.out,2026-09-06 04:23
outputs_nlv2s_wb_C6_LNG500_refbrent_j120_adv,outputs,nlv2s_wb_C6_LNG500_refbrent_j120_adv,25389781559.75798,optimal integer solution within mipgap or absmipgap,0.00220002,5.58945e+07,audit-wave1_14721648_4.out,2026-09-06 03:43
outputs_nlv2s_wr_C1_LSFO250_futbrent,outputs,nlv2s_wr_C1_LSFO250_futbrent,26069695943.27332,optimal integer solution within mipgap or absmipgap,0.00190932,4.97754e+07,aw1b-8_14721915_9.out,2026-09-06 07:30
outputs_nlv2s_wr_C1_LSFO250_futbrent_adv,outputs,nlv2s_wr_C1_LSFO250_futbrent_adv,24753673163.68916,optimal integer solution within mipgap or absmipgap,0.00249455,6.17932e+07,aw1b-1_14721878_1.out,2026-09-06 06:31
outputs_nlv2s_wr_C1_LSFO250_highbrent,outputs,nlv2s_wr_C1_LSFO250_highbrent,29238886309.67006,optimal integer solution within mipgap or absmipgap,0.00218541,6.38988e+07,aw1b-8_14721915_15.out,2026-09-06 07:28
outputs_nlv2s_wr_C1_LSFO250_highbrent_adv,outputs,nlv2s_wr_C1_LSFO250_highbrent_adv,27620174535.68091,optimal (non-)integer solution within mipgap or absmipgap,0.00249452,6.89409e+07,aw1b-1_14721878_7.out,2026-09-06 06:35
outputs_nlv2s_wr_C1_LSFO250_lowbrent,outputs,nlv2s_wr_C1_LSFO250_lowbrent,23142857376.62594,optimal integer solution within mipgap or absmipgap,0.00191048,4.42141e+07,aw1b-8_14721915_13.out,2026-09-06 07:40
outputs_nlv2s_wr_C1_LSFO250_lowbrent_adv,outputs,nlv2s_wr_C1_LSFO250_lowbrent_adv,22003970934.27840,optimal integer solution within mipgap or absmipgap,0.00227688,5.01004e+07,aw1b-1_14721878_3.out,2026-09-06 06:59
outputs_nlv2s_wr_C1_LSFO250_refbrent,outputs,nlv2s_wr_C1_LSFO250_refbrent,27542207479.42067,optimal integer solution within mipgap or absmipgap,0.00217855,6.00021e+07,aw1b-8_14721915_11.out,2026-09-06 07:38
outputs_nlv2s_wr_C1_LSFO250_refbrent_adv,outputs,nlv2s_wr_C1_LSFO250_refbrent_adv,26125488545.21785,optimal integer solution within mipgap or absmipgap,0.00187658,4.90508e+07,aw1b-1_14721878_5.out,2026-09-06 06:35
outputs_nlv2s_wr_C4_NOTHERMAL_futbrent,outputs,nlv2s_wr_C4_NOTHERMAL_futbrent,25492331298.39637,optimal (non-)integer solution within mipgap or absmipgap,0.00133655,3.4077e+07,aw1b-8_14721915_3.out,2026-09-06 07:22
outputs_nlv2s_wr_C4_NOTHERMAL_futbrent_adv,outputs,nlv2s_wr_C4_NOTHERMAL_futbrent_adv,24163877321.27801,optimal integer solution within mipgap or absmipgap,0.00239266,5.78426e+07,aw1b-1_14721878_15.out,2026-09-06 06:39
outputs_nlv2s_wr_C4_NOTHERMAL_highbrent,outputs,nlv2s_wr_C4_NOTHERMAL_highbrent,28599612163.54302,optimal integer solution within mipgap or absmipgap,0.00116232,3.32419e+07,aw1b-8_14721915_11.out,2026-09-06 07:38
outputs_nlv2s_wr_C4_NOTHERMAL_highbrent_adv,outputs,nlv2s_wr_C4_NOTHERMAL_highbrent_adv,26879835982.28837,optimal (non-)integer solution within mipgap or absmipgap,0.00223003,5.99757e+07,aw1b-1_14721878_6.out,2026-09-06 06:43
outputs_nlv2s_wr_C4_NOTHERMAL_lowbrent,outputs,nlv2s_wr_C4_NOTHERMAL_lowbrent,22379405079.34881,optimal integer solution within mipgap or absmipgap,0.00205268,4.59767e+07,aw1b-8_14721915_1.out,2026-09-06 07:33
outputs_nlv2s_wr_C4_NOTHERMAL_lowbrent_adv,outputs,nlv2s_wr_C4_NOTHERMAL_lowbrent_adv,21230913157.63686,optimal (non-)integer solution within mipgap or absmipgap,0.00230172,4.89289e+07,aw1b-1_14721878_12.out,2026-09-06 06:48
outputs_nlv2s_wr_C4_NOTHERMAL_refbrent,outputs,nlv2s_wr_C4_NOTHERMAL_refbrent,27038483221.08422,optimal integer solution within mipgap or absmipgap,0.00222238,6.0118e+07,aw1b-8_14721915_8.out,2026-09-06 07:30
outputs_nlv2s_wr_C4_NOTHERMAL_refbrent_adv,outputs,nlv2s_wr_C4_NOTHERMAL_refbrent_adv,25530711591.91665,optimal (non-)integer solution within mipgap or absmipgap,0.00161201,4.11651e+07,aw1b-1_14721878_9.out,2026-09-06 06:43
outputs_nlv2s_wr_C5_LNG375_refbrent,outputs,nlv2s_wr_C5_LNG375_refbrent,27380477966.22518,optimal (non-)integer solution within mipgap or absmipgap,0.00236993,6.49107e+07,audit-wave1_14721648_24.out,2026-09-06 03:50
outputs_nlv2s_wr_C5_LNG375_refbrent_adv,outputs,nlv2s_wr_C5_LNG375_refbrent_adv,26133416718.29218,optimal integer solution within mipgap or absmipgap,0.00228817,5.97978e+07,audit-wave1_14721648_28.out,2026-09-06 03:50
outputs_nlv2s_wr_C5_LNG375_refbrent_j120,outputs,nlv2s_wr_C5_LNG375_refbrent_j120,27728080389.90065,optimal integer solution within mipgap or absmipgap,0.00199289,5.52589e+07,audit-wave1_14721648_5.out,2026-09-06 04:14
outputs_nlv2s_wr_C5_LNG375_refbrent_j120_adv,outputs,nlv2s_wr_C5_LNG375_refbrent_j120_adv,26479592756.22047,optimal integer solution within mipgap or absmipgap,0.00228738,6.05688e+07,audit-wave1_14721648_2.out,2026-09-06 03:54
outputs_nlv2s_wr_C6_LNG500_refbrent,outputs,nlv2s_wr_C6_LNG500_refbrent,27669617716.64128,optimal (non-)integer solution within mipgap or absmipgap,0.00145224,4.01976e+07,audit-wave1_14721648_10.out,2026-09-06 03:53
outputs_nlv2s_wr_C6_LNG500_refbrent_adv,outputs,nlv2s_wr_C6_LNG500_refbrent_adv,26458498443.39237,optimal integer solution within mipgap or absmipgap,0.00178378,4.7196e+07,audit-wave1_14721648_8.out,2026-09-06 03:57
outputs_nlv2s_wr_C6_LNG500_refbrent_j120,outputs,nlv2s_wr_C6_LNG500_refbrent_j120,28124945260.36378,optimal (non-)integer solution within mipgap or absmipgap,0.00207746,5.84285e+07,audit-wave1_14721648_6.out,2026-09-06 04:27
outputs_nlv2s_wr_C6_LNG500_refbrent_j120_adv,outputs,nlv2s_wr_C6_LNG500_refbrent_j120_adv,26865983021.06157,optimal (non-)integer solution within mipgap or absmipgap,0.00119824,3.21961e+07,audit-wave1_14721648_3.out,2026-09-06 03:54
outputs_norps_LNG500_refbrent,outputs,norps_LNG500_refbrent,26286432868.94405,optimal (non-)integer solution within mipgap or absmipgap,0.00244758,6.43381e+07,corr-norps_14075386_0.out.gz,2026-07-21 08:48
outputs_norps_LNG500_refbrent_j120,outputs,norps_LNG500_refbrent_j120,26821629196.96806,optimal (non-)integer solution within mipgap or absmipgap,0.00200464,5.37677e+07,corr-norps_14075386_1.out.gz,2026-07-21 09:26
outputs_norps_LNGOPT_refbrent,outputs,norps_LNGOPT_refbrent,26130439814.96059,optimal (non-)integer solution within mipgap or absmipgap,0.00232089,6.06458e+07,corr-norps_14075386_3.out.gz,2026-07-21 10:27
outputs_norps_NOTHERMAL_refbrent,outputs,norps_NOTHERMAL_refbrent,26425262818.70936,optimal integer solution within mipgap or absmipgap,0.00205167,5.42159e+07,corr-norps_14075386_2.out.gz,2026-07-21 08:50
outputs_p0015bak_C1_LSFO250_lowbrent_adv,legacy,p0015bak_C1_LSFO250_lowbrent_adv,25989059728.13057,optimal integer solution within mipgap or absmipgap,0.00148193,3.8514e+07,corr-percell_14105367_0.out.gz,2026-07-23 03:44
outputs_p0015bak_C4_NOTHERMAL_highbrent,legacy,p0015bak_C4_NOTHERMAL_highbrent,27192285731.87894,optimal integer solution within mipgap or absmipgap,0.0014606,3.9717e+07,corr-percell_14105367_1.out.gz,2026-07-23 03:06
outputs_p0015bak_C4_NOTHERMAL_highbrent_adv,legacy,p0015bak_C4_NOTHERMAL_highbrent_adv,26411119733.29243,optimal integer solution within mipgap or absmipgap,0.00149057,3.93675e+07,corr-percell_14105367_2.out.gz,2026-07-23 03:27
outputs_p0015bak_C4_NOTHERMAL_lowbrent,legacy,p0015bak_C4_NOTHERMAL_lowbrent,26311534343.09665,optimal integer solution within mipgap or absmipgap,0.00146836,3.86348e+07,corr-percell_14105367_3.out.gz,2026-07-23 03:26
outputs_p0015bak_C4_NOTHERMAL_refbrent,legacy,p0015bak_C4_NOTHERMAL_refbrent,26697258848.47705,optimal integer solution within mipgap or absmipgap,0.00142706,3.80987e+07,corr-percell_14105367_4.out.gz,2026-07-23 03:44
outputs_p0015bak_C4_NOTHERMAL_refbrent_adv,legacy,p0015bak_C4_NOTHERMAL_refbrent_adv,25985984306.90275,optimal integer solution within mipgap or absmipgap,0.00126948,3.29886e+07,corr-p001b_14102593_6.out.gz,2026-07-22 20:51
outputs_p0015bak_be_pv15_C1_LSFO250_refbrent,legacy,p0015bak_be_pv15_C1_LSFO250_refbrent,29179690607.41886,optimal (non-)integer solution within mipgap or absmipgap,0.00147812,4.31311e+07,corr-percell_14105367_5.out.gz,2026-07-23 05:42
outputs_p0015bak_be_pv15_C4_NOTHERMAL_refbrent,legacy,p0015bak_be_pv15_C4_NOTHERMAL_refbrent,28916811106.27268,optimal integer solution within mipgap or absmipgap,0.00140344,4.0583e+07,corr-percell_14105367_6.out.gz,2026-07-23 04:17
outputs_p0015bak_be_pv17_C1_LSFO250_refbrent,legacy,p0015bak_be_pv17_C1_LSFO250_refbrent,29807820481.19407,optimal integer solution within mipgap or absmipgap,0.00144494,4.30706e+07,corr-percell_14105367_7.out.gz,2026-07-23 03:39
outputs_p0015bak_egs_ref_no_lng_refbrent,legacy,p0015bak_egs_ref_no_lng_refbrent,26690335376.12020,optimal integer solution within mipgap or absmipgap,0.00121631,3.24637e+07,corr-percell_14105367_10.out.gz,2026-07-23 03:54
outputs_p0015bak_egs_ref_no_lng_refbrent_adv,legacy,p0015bak_egs_ref_no_lng_refbrent_adv,25983585127.09599,optimal integer solution within mipgap or absmipgap,0.00121742,3.1633e+07,corr-percell_14105367_11.out.gz,2026-07-23 03:39
outputs_p0015bak_lngconv_noplant_refbrent,legacy,p0015bak_lngconv_noplant_refbrent,26303205301.04432,optimal integer solution within mipgap or absmipgap,0.00145598,3.82969e+07,corr-p001b_14102593_13.out.gz,2026-07-22 21:31
outputs_p0015bak_lngconv_opt_refbrent,legacy,p0015bak_lngconv_opt_refbrent,26302205855.01073,optimal integer solution within mipgap or absmipgap,0.00141345,3.71769e+07,corr-p001b_14102593_15.out.gz,2026-07-22 21:43
outputs_p0015bak_lngconv_wjera_refbrent,legacy,p0015bak_lngconv_wjera_refbrent,26571411228.29647,optimal integer solution within mipgap or absmipgap,0.00104243,2.76989e+07,corr-p001b_14102593_2.out.gz,2026-07-22 21:13
